Prompt;Response;Ground Truth
"James T. O'Donohoe
James T. O'Donohoe( 1898 – 27 August 1928 in Los Angeles, California) born James Thomas Langton O'Donohoe was a screenwriter in the early days of Hollywood, during the silent film era. His films include"" Kindred of the Dust""( 1922),"" The Lucky Lady""( 1926),"" What Price Glory?""( 1926),"" The Spaniard""( 1926),"" Two Arabian Knights""( 1927),"" Red Lips""( 1928), and"" Show Girl""( 1928).

Sean Donohue
Sean Donohue is an American horror movie director, actor, and producer.

Hannah Milhous Nixon
Richard Nixon described his mother as ""a Quaker saint."" She is acknowledged to have exerted a tremendous effect on her son's outlook throughout his life. In Nixon's final remarks at the White House on August 9, 1974, he stated about her, ""Nobody will ever write a book, probably, about my mother. Well, I guess all of you would say this about your mother -- my mother was a saint. And I think of her, two boys dying of tuberculosis, nursing four others in order that she could take care of my older brother for 3 years in Arizona, and seeing each of them die, and when they died, it was like one of her own. Yes, she will have no books written about her. But she was a saint.""

Who died first, Madame Pasca or James A. Donohoe?";Madame Pasca died first.;Madame Pasca
"Christian Coulson
Christian Peter Coulson( born 3 October 1978) is an English actor best known for playing the 16- year old Tom Marvolo Riddle in"" Harry Potter and the Chamber of Secrets"".

Christian Coulson
Christian Peter Coulson (born 3 October 1978) is an English actor best known for playing the 16 - year old Tom Marvolo Riddle in Harry Potter and the Chamber of Secrets.

John Adams (mutineer)
John Adams, known as Jack Adams (4 July 1767 – 5 March 1829), was the last survivor of the mutineers who settled on Pitcairn Island in January 1790, the year after the mutiny. His real name was John Adams, but he used the name Alexander Smith until he was discovered in 1808 by Captain Mayhew Folger of the American whaling ship ""Topaz"". His children used the surname ""Adams"".

Who was born later, D'Arcy Coulson or Thomas William Adams?";D'Arcy Coulson;D'Arcy Coulson
"Saginaw High School
Saginaw High School( part of the Saginaw City School District) is located in Saginaw, Michigan, USA. The student enrollment is 593 students. The school's mission statement is"" Saginaw High is committed to ensuring a safe and academic environment where the students will become academically proficient, life long learners, and productive citizens.""

Midland High School (Midland, Michigan)
Midland High School is a three- story public high school located in Midland, Michigan. It is the older of two high schools in the Midland Public Schools district, and a member of the Saginaw Valley High School Association.

St. Joseph High School (Detroit, Michigan)
St. Joseph High School was a coeducational Catholic high school established in 1889 in Detroit, Michigan, United States. St. Joseph was one of only nine Catholic high schools established in the 1800s in the Detroit area:

Are Simonds Catholic College and Saginaw High School (Texas) both located in the same country?";No.;no
"William, Duke of Nassau
Wilhelm (Given names: "" Georg Wilhelm August Heinrich Belgicus""; 14 June 1792, Kirchheimbolanden – 20/30 August 1839, Bad Kissingen) was joint sovereign Duke of Nassau, along with his cousin Frederick Augustus, reigning from 1816 until 1839. He was also sovereign Prince of Nassau-Weilburg from 1816 until its incorporation into the duchy of Nassau. Frederick Augustus died on 24 March 1816 and Wilhelm inherited the Usingen territories and became sole sovereign of the Duchy of Nassau. He is the father of Adolphe, Grand Duke of Luxembourg, and Queen Sophia of Sweden and Norway, consort of King Oscar II and also a 17th cousin (and 3rd cousin) of William III of the Netherlands, who left a surviving daughter to rule his main realm, but the crown of Luxembourg went through the male line, looking to 17 generations back, to pass to the Duke of Nassau and then his descendants.

Prince Frederick of the Netherlands
Prince Frederick of the Netherlands, Prince of Orange- Nassau( full names: Willem Frederik Karel; 28 February 1797 in Berlin – 8 September 1881 in Wassenaar), was the second son of William I of the Netherlands and his wife, Wilhelmine of Prussia.

Princess Hilda of Nassau
Princess Hilda Charlotte Wilhelmine of Nassau (5 November 1864 – 8 February 1952) was the last Grand Duchess of Baden. She was the daughter of Adolphe, Grand Duke of Luxembourg, who was Duke of Nassau until he was deposed in 1866.

Which country Prince Nikolaus Wilhelm Of Nassau's mother is from?";Princess Hilda of Nassau - Luxembourg;German
"Academy Award for Best Director
Wins Director John Ford Frank Capra William Wyler Frank Borzage Clint Eastwood Miloš Forman Alejandro G. Iñárritu Elia Kazan David Lean Ang Lee Frank Lloyd Joseph L. Mankiewicz Leo McCarey Lewis Milestone Steven Spielberg George Stevens Oliver Stone Billy Wilder Robert Wise Fred Zinnemann

The Film That Changed My Life
The Film That Changed My Life( also known as"" The Film That Changed My Life: 30 Directors on Their Epiphanies in the Dark"") is a non-fiction collection of interviews compiled by American journalist, author and film columnist Robert K. Elder. The book presents interviews with thirty famous directors who share stories about the movies that affected their career paths and directing styles.

Who's Your Daddy?
Who's Your Daddy may refer to:

Which film whose director was born first, 45 Fathers or The Intended?";The Intended.;45 Fathers
"Louis-Alexandre Berthier
Louis-Alexandre Berthier (20 November 1753 – 1 June 1815), 1st Prince of Wagram, Sovereign Prince of Neuchâtel, was a French Marshal and Vice-Constable of the Empire, and Chief of Staff under Napoleon.

Alexandre Louis Philippe Marie Berthier, 4th Prince of Wagram
Alexandre Louis Philippe Marie Berthier( July 20, 1883, Paris – May 30, 1918, Barenton- sur- Serre; 4th Prince de Wagram) was the son of Bertha Clara von Rothschild of the German branch of the prominent Rothschild family and Louis Philippe Marie Alexandre Berthier, 3rd Prince de Wagram( 1836 – 1911). The family resided in the ancestral home, the Château de Grosbois, a large estate in Boissy- Saint- Léger, southeast of Paris. Alexandre Berthier was an active collector of impressionist paintings and owned works by Gustave Courbet, Édouard Manet, Claude Monet, and Pierre- Auguste Renoir. Through a relationship with Marie- Louise Salivas dite Welson, he had a daughter, Monique Berthier de Wagram( 1914–2000). Alexandre Berthier had not yet married when he was killed in action at Barenton- sur- Cere during World War I. As such, the title became extinct. His daughter, though married three times( to two men), had no children, and so Alexander Berthier has no living descendants.

Duchess Maria Elisabeth in Bavaria
Duchess ""Maria Elisabeth"" Amalie Franziska in Bavaria (5 May 1784 – 1 June 1849) was a Duchess in Bavaria as a member of the Palatine Birkenfeld-Gelnhausen line of the House of Wittelsbach and through her marriage to Louis-Alexandre Berthier became Princess of Wagram and Princess of Neuchâtel.

Who is the paternal grandfather of Alexandre Berthier, 3Rd Prince Of Wagram?";Louis-Alexandre Berthier.;Louis-Alexandre Berthier
"Gian Maria Visconti
Gian Maria Visconti( or Giovanni Maria; 7 September 1388 in Abbiategrasso – 16 May 1412) was the second Visconti Duke of Milan, the son of Gian Galeazzo Visconti and Caterina Visconti.

Luchino Visconti (film)
Luchino Visconti is a 1999 Italian documentary film about the filmmaker Luchino Visconti and directed by Carlo Lizzani. It stars Claudia Cardinale.

Elisabetta Visconti
Elisabetta Visconti (1374 – 2 February 1432), also known as ""Elisabeth"" or ""Elizabeth"", was a younger child of Bernabò Visconti and his wife, Beatrice Regina della Scala. Elisabetta was a member of the House of Visconti.

Where was the husband of Caterina Visconti born?";Abbiategrasso.;Pavia
"The Film That Changed My Life
The Film That Changed My Life( also known as"" The Film That Changed My Life: 30 Directors on Their Epiphanies in the Dark"") is a non-fiction collection of interviews compiled by American journalist, author and film columnist Robert K. Elder. The book presents interviews with thirty famous directors who share stories about the movies that affected their career paths and directing styles.

List of British film directors
This is a list of film directors and television directors who were born in the United Kingdom, or lived and/ or worked in the UK for a significant part of their career. Some Irish, American and European directors who have spent large portions of their career working in the UK are included on this list.

List of Romanian film and theatre directors
This is a list of Romanian film and theatre directors. It includes some foreign- born film and theatre directors who have worked or lived in Romania.

Which film has the director who was born later, A Quiet Place In The Country or When Were You Born?";A Quiet Place In The Country;A Quiet Place In The Country
"List of people born at sea
This is a list of notable people born at sea.

List of the verified oldest people
The oldest person ever whose age has been verified is Jeanne Calment (1875 -- 1997) of France, who died at the age of 122 years, 164 days.

List of people from Manhattan Beach, California
Notable people who are from or have lived in Manhattan Beach, California:

Who was born first, John Beach or Gordon Persons?";John Beach;John Beach
"Dead Men Tell
Dead Men Tell is a 1941 mystery film starring Sidney Toler, who played Charlie Chan in 22 feature films, beginning with ""Charlie Chan in Honolulu"" (1938), and ending with ""The Trap"" (1946). The first 11 Charlie Chan films were produced by 20th Century Fox Studios, thereafter sold to Monogram Pictures.

Charlie Chan's Secret
Charlie Chan's Secret is the tenth Fox- produced film in the Charlie Chan series with Warner Oland as the detective.

Dead Men Tell
Dead Men Tell is a 1941 mystery film starring Sidney Toler, who played Charlie Chan in 22 feature films, beginning with ""Charlie Chan in Honolulu"" (1938), and ending with ""The Trap"" (1946). The first 11 Charlie Chan films were produced by 20th Century Fox Studios, thereafter sold to Monogram Pictures. The interiors for ""Dead Men Tell"" were filmed in 1941 at Fox Studios B-unit, 1401 N. Western Ave., Hollywood, CA. Today this property is home to a large shopping center, and DeLuxe Full Spectrum Digital & Film Labs. Meanwhile, exterior shots were filmed on the 20th Century Fox backlot, which is now Century City.

Which film has the director born earlier, The House By The Cemetery or Charlie Chan In Honolulu?";Charlie Chan in Honolulu;Charlie Chan In Honolulu
