Prompt;Response;Ground Truth
"Don't Break My Heart
Don't Break My Heart is the title of several songs, including:

Which song was released more recently, Go Ahead And Break My Heart or Knee Deep In My Heart?";Go Ahead And Break My Heart.;Go Ahead And Break My Heart
"78th Academy Awards
Philip Seymour Hoffman -- Capote as Truman Capote Terrence Howard -- Hustle & Flow as DJay Heath Ledger -- Brokeback Mountain as Ennis Del Mar Joaquin Phoenix -- Walk the Line as Johnny Cash David Strathairn -- Good Night, and Good Luck as Edward R. Murrow

Which film has the director who died later, The Fatal Mistake or The Devil'S Hairpin?";The Devil'S Hairpin;The Devil'S Hairpin
"Princess Maria Luisa of Savoy (1729–1767)
Maria Luisa of Savoy (Maria Luisa Gabriella; 25 March 1729 – 22 June 1767) was a princess of Savoy.

Who is Maria Luisa Of Savoy's father-in-law?";Philip V of Spain.;Louis, Grand Dauphin
"Kujō Yoritsugu
, also known as Fujiwara no Yoritsugu, was the fifth ""shōgun"" of the Kamakura shogunate of Japan. His father was the 4th Kamakura ""shōgun"", Kujō Yoritsune. Yoritsugu was a member of the great Fujiwara clan. The Kujō family was one of the five branches of the historically powerful Fujiwara clan of courtiers.

Who is the paternal grandfather of Kujō Yoritsugu?";Tokudaiji Sanesada;Kujō Michiie
"Marianela (1940 film)
Marianela is a 1940 Spanish drama film directed by Benito Perojo. It is based on the 1878 novel by Benito Pérez Galdós.

What is the place of birth of the director of film Marianela (1940 Film)?";Buenos Aires, Argentina.;Madrid
"She Wore a Yellow Ribbon
She Wore a Yellow Ribbon is a 1949 Technicolor Western film directed by John Ford and starring John Wayne. The Oscar-winning film was the second of Ford's Cavalry trilogy films, along with ""Fort Apache"" (1948) and ""Rio Grande"" (1950). With a budget of $1.6 million, the film was one of the most expensive Westerns made up to that time. It was a major hit for RKO. The film takes its name from ""She Wore a Yellow Ribbon"", a popular US military song that is used to keep marching cadence.

Which film came out first, Repeated Absences or She Wore A Yellow Ribbon?";Repeated Absences came out first.;She Wore A Yellow Ribbon
"List of the verified oldest people
The oldest person ever whose age has been verified is Jeanne Calment (1875 -- 1997) of France, who died at the age of 122 years, 164 days.

Who lived longer, Edward Dearle or Michael Doeberl?";Edward Dearle.;Edward Dearle
"Karin Stoltenberg
Karin Stoltenberg, née Heiberg( 23 November 1931 – 17 October 2012), was a Norwegian geneticist, politician and public official noted for her efforts to develop a coherent family policy in Norway, feminist activities, and for being the mother of prime minister Jens Stoltenberg, and wife of foreign minister Thorvald Stoltenberg.

Where does Karin Stoltenberg's husband work at?";Foreign minister.;United Nations
"Lettre ouverte
Lettre ouverte is a French film directed by Alex Joffé and released in 1953.

Where was the director of film Lettre Ouverte born?";France.;Paris
"Baldwin V, Count of Flanders
Baldwin V of Flanders( c. 1012 – 1 September 1067) was Count of Flanders from 1035 until his death. He was the son of Baldwin IV, Count of Flanders, who died in 1035.

Who is William Ii, Count Of Flanders's paternal grandmother?";Elstrude of France.;Mathilde of Bourbon
"Clara Novello
Clara Anastasia Novello (10 June 1818 – 12 March 1908) was an acclaimed soprano, the fourth daughter of Vincent Novello, a musician and music publisher, and his wife, Mary Sabilla Hehl. Her acclaimed soprano and pure style made her one of the greatest vocalists, alike in opera, oratorio and on the concert stage, from 1833 onwards. In 1843 she married Count Gigliucci, and retired in 1861. Charles Lamb wrote a poem (""To Clara N."") in her praise.

What is the place of birth of Clara Novello's father?";London.;London
"Emmy of Stork's Nest
Emmy of Stork's Nest is a 1915 silent film directed by William Nigh. The film is based on the novel"" Stork's Nest"" by J. Breckenridge Ellis and was shot on location.

Which film came out earlier, Emmy Of Stork'S Nest or Indira Vizha?";Emmy of Stork's Nest came out earlier.;Emmy Of Stork'S Nest
"Céline (1992 film)
Céline is a 1992 French drama film directed by Jean-Claude Brisseau. It was entered into the 42nd Berlin International Film Festival.

Which film came out first, Celine: Through The Eyes Of The World or Dilan 1991?";Céline: Through The Eyes Of The World.;Celine: Through The Eyes Of The World
"List of Superman creators
Jerry Siegel and Joe Shuster created Superman, there are other contributors to Superman.

Who was born earlier, Silas Hardy or Lee Mantle?";Silas Hardy.;Lee Mantle
"Cemetery Dahlem
The Cemetery Dahlem( sometimes improperly referred to as"" Friedhof Dahlem- Dorf"") is a cemetery in Berlin- Dahlem. The cemetery was built according to the plans of the architects Friedrich and Wilhelm Hennigs.

Where was the place of burial of Albert Frederick, Duke Of Prussia's mother?";Cemetery Dahlem.;Königsberg
"Juan Carlos Gumucio
Juan Carlos Gumucio Quiroga (November 7, 1949 – February 25, 2002) was a Bolivian-born journalist and writer, and the second husband of Marie Colvin.

Where was the place of death of Juan Carlos Gumucio's wife?";Homs, Syria;Homs
"Gramps Is in the Resistance
Gramps Is in the Resistance or Papy fait de la résistance is a cult French film directed by Jean-Marie Poiré in 1983.

Who is the father of the director of film Gramps Is In The Resistance?";Marcel Poiré.;Alain Poiré
"Can You Celebrate?
""Can You Celebrate?"" is Namie Amuro's seventh solo single under the Avex Trax label. Released on February 19, 1997, ""Can You Celebrate"" is the best-selling single by a solo female artist in Japanese music history, with sales of 2,296,200 copies.

What is the place of birth of the performer of song Heaven (Namie Amuro Song)?";Okinawa, Japan.;Naha, Okinawa
"Philip of Ibelin (1180–1227)
Philip of Ibelin (1180-1227) was a leading nobleman of the Kingdom of Cyprus. As a younger son of Balian of Ibelin and the dowager queen Maria Komnene, he came from the high Crusader nobility of the Kingdom of Jerusalem.

What nationality is Philip Of Ibelin (1180–1227)'s mother?";Greek.;Byzantine
"Joseph Magliocco
Joseph Magliocco( born Giuseppe Magliocco;; June 29, 1898 – December 28, 1963), also known as"" Joe Malayak"" and"" Joe Evil Eye"", was an Italian- born New York mobster and the boss of the Profaci crime family( later to become the Colombo crime family) from 1962 to 1963. Magliocco participated in an audacious unsuccessful attempt to kill other family bosses and take over the Mafia Commission.

Who was born later, Joseph J. Magliocco or Viktoriya Zeynep Güneş?";Viktoriya Zeynep Güneş;Viktoriya Zeynep Güneş
"List of Guns N' Roses members
Image Name Years active Instruments Release contributions Axl Rose 1985 -- present vocals piano keyboards synthesizers percussion all Guns N 'Roses releases Duff McKagan 1985 -- 1997 2016 -- present bass backing vocals all Guns N' Roses releases from Live?! * @ Like a Suicide (1986) to Sympathy For The Devil (1994) Live Era '87 --' 93 (1999) Slash 1985 -- 1996 2016 -- present lead and rhythm guitar Dizzy Reed 1990 -- present keyboards synthesizers piano backing vocals percussion all Guns N 'Roses releases from Civil War (1990) and Knockin' On Heavens Door (Days of Thunder version) (1990) to present Richard Fortus 2002 -- present rhythm and lead guitar backing vocals Chinese Democracy (2008) Appetite for Democracy 3D (2014) Frank Ferrer 2006 -- present drums percussion Melissa Reese 2016 -- present keyboards synthesizers backing vocals percussion sub-bass programming none

When is the lead guitarist of List Of The Dillinger Escape Plan Band Members's birthday?";March 25.;August 8, 1975
"Huma Abedin
Huma Mahmood Abedin (born July 28, 1976) is an American political staffer who was vice chair of Hillary Clinton's 2016 campaign for President of the United States. Prior to that, Abedin was deputy chief of staff to Clinton, who was U.S. Secretary of State from 2009 to 2013. She was also the traveling chief of staff and former assistant for Clinton during Clinton's campaign for the Democratic nomination in the 2008 presidential election. During Hillary Clinton's tenure at the State Department and her presidential campaign, Abedin became one of her closest aides. Her high-profile political career has led her personal life to come under public scrutiny over the years, particularly her marriage to disgraced former congressman Anthony Weiner.

Where does Huma Abedin's husband work at?";Anthony Weiner worked as a congressman.;Chuck Schumer
"The Doolins of Oklahoma
The Doolins of Oklahoma is a 1949 American Western film directed by Gordon Douglas and starring Randolph Scott.

Are the movies About A Wife, A Dream And Another... and The Doolins Of Oklahoma, from the same country?";Yes.;no
"Rainy Dog
This movie is the second part of the"" Black Society"" trilogy.

Which film came out earlier, Out Of The Rain or Les Résultats Du Féminisme?";Out Of The Rain came out out earlier.;Les Résultats Du Féminisme
"Giacomo Feo
Giacomo Feo( c. 1471 – 27 August 1495), was the second husband of Caterina Sforza, Countess of Forlì. He was born and died in Forlì.

Where did Giacomo Feo's wife die?";Florence;Florence
"Swedenhielms
Swedenhielms is a 1935 Swedish comedy- drama film directed by Gustaf Molander. The film is based on the play by Hjalmar Bergman from 1923 and starrs Gösta Ekman, Karin Swanström, and Tutta Rolf.

What is the place of birth of the director of film Swedenhielms?";Finland;Helsingfors
"Jan Baptist van Rensselaer
Jan Baptist van Rensselaer (Amsterdam 18 March 1629–Amsterdam, 24 October 1678) was the second son of Kiliaen van Rensselaer, the first Patroon of the Manor of Rensselaerswyck.

Which country Jan Baptist Van Rensselaer's father is from?";Netherlands;Dutch
"Round Table (disambiguation)
The Round Table is the legendary gathering place of King Arthur's knights in the Arthurian legend. Round Table or roundtable may also refer to:

Which film was released earlier, Sathyavan Savithri or Kids Of The Round Table?";Kids Of The Round Table;Kids Of The Round Table
"Gigi Causey
Gigi Causey is an American film and television producer and production supervisor and manager who resides in Los Angeles. On January 24, 2012, Causey was nominated for the 2012 Academy Award for Best Live Action Short Film for ""Time Freak"" which she produced. Causey is married to filmmaker Andrew Bowler, who was also nominated for an Academy Award for the film ""Time Freak"".

Where did Gigi Causey's husband graduate from?";NYU Tisch School of the Arts.;Tisch
