Prompt;Response;Ground Truth
"Marguerite of Lorraine (22 July 1615 – 13 April 1672), Duchess of Orléans, was the wife of Gaston, younger brother of Louis XIII of France. As Gaston had married her in secret in defiance of the King; Louis had their marriage nullified when it became known. On his deathbed, Louis permitted them to marry. After their remarriage, Marguerite and Gaston had five children. She was the stepmother of La Grande Mademoiselle.

Where was the director of film The Half-Way Girl born?";Russia.;New York
"The Half-Way Girl is a 1925 American silent drama film directed by John Francis Dillon that was filmed around the Jersey Shore.

Who is the father-in-law of Sophia Of Wittelsbach?";Maximilian I.;Louis II
"Sophia of Wittelsbach( 1170 – 1238) was a daughter of Otto I Wittelsbach, who was Count Palatine and later Duke of Bavaria, and his wife Agnes of Loon. In 1196, Sophia married Landgrave Hermann I of Thuringia; she was his second wife. They had the following children:

Where was the place of death of Lambert I, Count Of Louvain's father?";Leuven;Bohemia
"Lambert I of Louvain nicknamed The Bearded (born in Louvain, Duchy of Lotharingia, East Francia c. 950, died in Florennes, County of Namur, Duchy of Lower Lorraine, Holy Roman Empire on 12 September 1015) was the first Count of Louvain in 1003. He was killed by Godfrey II, Duke of Lower Lorraine in battle for Godfrey's claim of Count of Verdun. He was the son of Reginar III, Count of Hainaut and Adela d' Eguisheim, daughter of Hugh V, Count of Eguisheim. His brother was Reginar IV, Count of Mons. He was the husband of Gerberga of Lower Lorraine, and father of:

Where was the director of film Highway Dragnet born?";New York City.;Gura Humorului
"Highway Dragnet is a 1954 film noir B film crime film directed by Nathan Juran from a story by U.S. Anderson and Roger Corman. The film stars Richard Conte, Joan Bennett and Wanda Hendrix.

Where did Prince Gustav Of Thurn And Taxis (1848–1914)'s mother die?";She died in Trieste.;Meran
"Princess Maria Sophia Dorothea Caroline of Thurn and Taxis( full German name: Maria Sophia Dorothea Caroline, Prinzessin von Thurn und Taxis)( 4 March 1800, Regensburg, Free Imperial City of Regensburg, Holy Roman Empire – 20 December 1870, Regensburg, Kingdom of Bavaria) was a member of the House of Thurn and Taxis and a Princess of Thurn and Taxis by birth and a member of the House of Württemberg and a Duchess of Württemberg through her marriage to Duke Paul Wilhelm of Württemberg, a German naturalist and explorer.

What is the award that the performer of song Sunday Papers earned?";Grammy Award;Grammy
"Sunday Papers is a song written and performed by British new wave musician Joe Jackson. It was released on his debut album, Look Sharp!. Written as a critique of the British press, Sunday Papers features mocking lyrics and reggae inspired music. Sunday Papers was released as a single in the UK as the follow-up to his single, Is She Really Going Out with Him?, but did not chart. Despite this, the song has generally received positive critical reception.

Which film has the director born first, Antonieta or Dodging The Dole?";Antonieta.;Dodging The Dole
"Antonieta is a 1982 film by Spanish director Carlos Saura, starring Isabelle Adjani and Hanna Schygulla. The film, a Mexican- Spanish French co production, was based on a novel by Andrés Henestrosa. The plot centers on the life of Antonieta Rivas Mercado, a Mexican writer who killed herself inside Paris' Notre Dame in 1931.

Are both Nikolsk Airport and Svobodny Airport located in the same country?";No.;yes
"Nikolsk( also listed as Nikolsk South) is an airport in Russia located 5 km southeast of Nikolsk in Vologda Oblast. It is a small paved civilian airfield with parking area and administration buildings.

Who is the maternal grandfather of Amadeus Vii, Count Of Savoy?";Thomas III, Count of Savoy;Peter I
"Amadeus VI (4 January 1334, Chambéry – 1 March 1383, Campobasso), nicknamed the Green Count  was Count of Savoy from 1343 to 1383. He was the eldest son of Aymon, Count of Savoy and Yolande Palaeologo of Montferrat. Though he started under a regency, he showed himself to be a forceful leader, continuing Savoy's emergence as a power in Europe politically and militarily. He participated in a crusade against the Turks who were moving into Europe.

Are both businesses, Telus and Ztr Control Systems, located in the same country?";No.;yes
"ZTR Control Systems is a privately held company based in London, Ontario, Canada and with an office in Minneapolis, Minnesota, USA. ZTR provides monitoring and control systems for the railway and industrial off- road compact construction equipment markets.

Do both films, Dial M For Murder and Marius (1931 Film), have the directors who are from the same country?";No.;yes
"Dial M for Murder is a 1954 American crime mystery film directed by Alfred Hitchcock, starring Ray Milland, Grace Kelly, Robert Cummings, and John Williams. Both the screenplay and the successful stage play on which it was based were written by English playwright Frederick Knott. The play premiered in 1952 on BBC Television, before being performed on stage in the same year in London's West End in June, and then New York's Broadway in October. Originally intended to be shown in dual- strip polarized 3- D, the film played in most theatres in ordinary 2- D due to the loss of interest in the 3- D process( the projection of which was difficult and error- prone) by the time of its release. The film earned an estimated$ 2.7 million in North American box office rentals in 1954.

Who is older, Dyson Parody or Gene Watson?";Dyson Parody;Gene Watson
"Kenneth Gilbert More, CBE( 20 September 1914 – 12 July 1982) was an English film and stage actor. Raised to stardom by the veteran car based film- comedy Genevieve( 1953), he appeared in many roles as a carefree, happy- go- lucky gent. His biggest hits from this period include Raising a Riot( 1955), Reach for the Sky( 1956), The Admirable Crichton( 1957) and A Night to Remember( 1958). He starred in Doctor in the House( 1954), the first of the popular Doctor film series. Although his career declined in the early 1960s, two of his own favourite films date from this time – The Comedy Man( 1964) and The Greengage Summer( 1961) with Susannah York, one of the happiest films on which I have ever worked. He also enjoyed a revival in the much- acclaimed TV adaptation of The Forsyte Saga( 1967) and the Father Brown series( 1974).

Are both directors of films The Princess Bride (Film) and I Never Sang For My Father from the same country?";No.;yes
"My Mother, My Bride and I is a 2008 German drama film directed by Hans Steinbichler.

When did Prince John Konstantinovich Of Russia's mother die?";1938;24 March 1927
"Grand Duchess Catherine Mikhailovna of Russia( 28 August 1827 – 12 May 1894), was the third of five daughters of Grand Duke Michael Pavlovich of Russia( youngest son of Emperor Paul I and Princess Sophie Dorothea of Württemberg) and Princess Charlotte of Württemberg( eldest child of Prince Paul of Württemberg and Princess Charlotte of Saxe- Hildburghausen).

Which country Audofleda's husband is from?";King of the Visigoths;Ostrogothic Kingdom
"Andrea Barbieri( born 1965) is an Argentinian television and film actress. She is the daughter of the actors Juan Carlos Barbieri and Inés Moreno.

What is the place of birth of the director of film Letter To The King?";Spain.;Kurdish
"Letter to the King  is a 2014 Norwegian drama film directed by Hisham Zaman.

Are both bands, Snowman (Band) and Jessamine (Band), from the same country?";No.;no
"Jessamine was an American post- rock band, that recorded three albums for Kranky records between 1994 and 1998, and a number of singles for other record labels. These singles were later collected by the band on a self- released compilation album in 1997 entitled Another Fictionalized History. Their single Cellophane was a minor college radio hit in the band's native Seattle, getting frequent airplay on KCMU( now KEXP). The band's sound was influenced by the works of Krautrock bands such as Can and Neu!, and their first album also bore some sonic resemblance to the sounds of early 1990s bands from the UK shoegaze scene. This mesh of krautrock, shoegaze, drone, space- rock, and experimental electronica helped the band forge a unique sound, which helped them stand apart from other active bands in the Seattle scene that were more grunge, metal, or indie- rock based. Their success in solidifying a unique sound however did not translate to album sales, and the band remained a relatively obscure act, with a small cult following. The band split in 1998, and Ritter and Brown recorded together as Fontanelle for a couple more years.

Where was the performer of song God (John Lennon Song) born?";Liverpool, England.;Liverpool
"God is a song from John Lennon's first post-Beatles solo album, John Lennon/Plastic Ono Band. The album was released on 11 December 1970 in the United States and the United Kingdom.

Which film has the director who died earlier, Captain Kidd And The Slave Girl or Relax Freddie?";Captain Kidd And The Slave Girl;Captain Kidd And The Slave Girl
"Captain Kidd and the Slave Girl is a 1954 Action-adventure film about a woman who disguises herself as a slave girl in order to try to gain information from Captain Kidd about his hidden treasure. The film was directed by Lew Landers, and stars Anthony Dexter, Eva Gabor, and Alan Hale Jr..

Which song was released more recently, Go Ahead And Break My Heart or Knee Deep In My Heart?";Go Ahead And Break My Heart.;Go Ahead And Break My Heart
